tanggal,judul,narasi
23-Oct-17,Rombongan Anies-Sandi Ditilang Dan Tak Miliki Izin Patwal Di Puncak Bogor,Rombongan Anies-Sandi Ditilang dan Tak Miliki Izin Patwal di Puncak Bogor
16-Sep-17,Foto John Kei Yang Sudah Disunting,"Bismillah,
 Hari ini team Mualaf Center Darussalam diwakili Harsha Agousta Brahma Sadewa dan ibu Jenderal Lisze Dewi Purnamawati berangkat ke LP. Batu Nusakambangan Cilacap memastikan niat John Kei masuk Islam.
 Sebelum memutuskan masuk Islam John Kei alias John Refra pemuda asal Tutrean, Pulau Kei pernah di juluki sebagai Godfather of Jakarta."
25-May-17,Pelaku Bom Kampung Melayu Adalah Anggota Polisi,Pelaku Bom Kampung Melayu adalah Anggota Polisi
5-Mar-17,: Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser Nu,Pembubabaran Pengajian Ustad Khalid Basalamah Oleh Banser NU
6-Jan-17,Foto Helikopter-Tank Pertama Di Dunia Buatan Turki Dan Pakistan,Foto Helikopter-Tank Pertama di Dunia Buatan Turki dan Pakistan
19-Dec-16,Es Krim Merek Aice Bosnya Orang Cina Dan Bahannya Kimia Semua,"Siang tadi sy mampir di distributor es krim merk _*Aice*_ yg sedang marak penetrasi bisnisnya yg terletak di selatan tugu lilin makam haji, melihat banyak spanduk bertulisan china iseng2 sy tanya penjaga counter yg didepan pinggir jln, bos nya orang mana mba jakarta atau solo, dijawab : orang china, lho kok tau kalau org china apa sdh pernah ketemu? Tris dia nunjuk disebuah mobil avanza putih, itu bosnya di dlm mobil itu, ngomongnya aja pake bhs china , dia asli datang dari china .katanya. Penasaran sy tunggu si bos keluar dari mobil, betul ternyata chino!"
10-Dec-16,Video Yang Menunjukkan Anak Muslim Yang Disiksa Oleh Budha Di Myanmar,Video yang menunjukkan anak Muslim yang disiksa oleh Budha di Myanmar
19-Nov-16,Foto Kerusuhan Demo Anti Trump Di Amerika Serikat,Foto Kerusuhan Demo Anti Trump di Amerika Serikat
5-Aug-20,"Bentrok Antar Ormas Gerakan Jaga Indonesia Dengan Fpi, Lpi Dan Hti Di Kota Bandung Pada 27 Juli 2020","Aksi demo yang tanpa tujuan di depan Gedung DPR-MPR yang di lakukan 50 orang simpatisan PDI-P di komandoi oleh Boedi Djarot dkk, yang menginjak-injak, merobek, dan membakar Poster Habib Rizieq Syihab, ternyata berbuntut panjang. Di kota bandung terjadi Bentrok antara Ormas Gerakan Jaga Indonesia ( GJI-PDI-P ) dengan Ormas-ormas Islam FPI, HTI, LPI, pembela dan penjaga Pancasila, Nkri dan Ulama. Akibatnya 7 orang anggota ormasa Gerakan Jaga Indonesia & PDI-P mati kena sabetan pedang Lasykar FPI, dari pihak HTI 1 orang mengalami luka sabetan di bahu. Bukan itu saja Bentrokan pun meluas hingga terjadi Kebakaran beberapa pertokoan yang berdekatan dengan Markas PDI-P, karena lemparan Bom Molotov. Aparat Polisi pun tidak berani ke Tkp"
6-Jul-20,Video Kecelakaan Maut Di Air Terjun Uluk Til Belu Ntt,Kecelakaan Maut Di Air Terjun Uluk Til Belu NTT
26-Jun-20,Aliran Komunis & Gerakan Pki Bangkit Lewat Pdip,"Lebih jauh, Prijanto mengatakan, istilah petugas partai yang disampaikan Ketua Umum PDIP Megawati Soekarnoputri kepada Jokowi juga dinilai modus komunisme. Sebab, istilah petugas partai mirip dengan pekerja partai yang pernah dikatakan tokoh PKI DN Aidit."
11-Jun-20,Gubernur Jakarta Anies Baswedan Mendapat Penghargaan Terbaik Di Seluruh Dunia Dalam Penanganan Covid-19,GUBERNUR JAKARTA ANIES BASWEDAN MENDAPAT PENGHARGAAN TERBAIK DI SELURUH DUNIA DALAM PENANGANAN COVID-19
24-Apr-20,Masyarakat New Zealand Belajar Wudhu,"Kabar Terbaru dari NEW ZEALAND Subhanallah, masyarakat New Zealand pd belajar Wudhu. Dan Kumpul di Lapangan. Mereka Mulai Belajar dan Mendalami Islam Kalau Allah Sudah Berkehendak, ! Semua bisa terjadi. Allahu Akbar ! Sungguh Allah Maha Pembolak Balik Hati Manusia"
14-Apr-20,Sejumlah Polisi India Telah Tiba Di Indonesia,Kabar Terkini. Sejumlah Polisi India Telah Tiba Di Indonesia Untuk menertibkan Masyarakat yg tdk mau tinggal di rumah.Siapkan Pantat dan Minyak Gosok.
1-Apr-20,Pasukan Tentara Membantu Melawan Virus Corona Di New York,Military vehicles arrived in Manhattan.NEW YORK WUHAN CORONAVIRUS
22-Mar-20,Video Keluyuran Diluar Rumah? Di Malaysia Ditembak Api Pakai Drone,"KELUYURAN DILUAR RUMAH?
 DI MALAYSIA DITEMBAK API PAKAI DRONE."
17-Mar-20,"Antisipasi Corona, Seluruh Bumn Dki Ditutup","ANTISIPASI CORONA, SELURUH BUMN DKI DITUTUP"
26-Dec-19,Jokowi Halal Dilengserkan,Manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini.
18-Dec-19,"Sandiwara Dagelan Koplax, Di Perskusi Sendiri,Di Viralkan Sendiri,Di Laporkan Sendiri, Minta Maaf Dan Memaafkan Sendiri","Sandiwara Dagelan koplax, di perskusi sendiri,di viralkan sendiri,di laporkan sendiri, minta maaf dan memaafkan sendiri? Sakit jiwa kali yang beginian ya?"
5-Dec-19,"Beredar Surat Rekrutmen Satpol Pp, Kepala Satpol Pp Dan Damkar Sintang Angkat Bicara","Kepala Satpol PP dan Damkar, Martin Nandung: Gak jelas sumber dan tidak ada penanggungjawab. Ndak ada cap dan tanda tangan,"
9-Oct-19,Ketua Kpu Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"Ketua KPU Imbau Masyarakat Hormati Hasil Pemilu Walau Banyak Kecurangan,"
23-Sep-19,Universitas Brawijaya Dan Umm Bantah Liburkan Perkuliahan Karena Ada Aksi Mahasiswa,"Hoaks, mbak. Kegiatan belajar normal, kegiatan kampus juga normal"
16-Jan-17,Luthfi Abdul Hadi Meminta Maaf Kepada Kiai Said Aqil Siroj,"Akhirnya Gus Ipul wakil Gubernur jatim turun tangan menyelesaikan FITNAH yg di tuduhkan kepada ketum PBNU PROF DR KH Said Aqil Siroj.
 Semoga para tukang fitnah tidak kejang2 "
23-Jul-19,Asosiasi Guru Bahasa Dan Sastra Indonesia Kecam Anies Baswedan,Asosiasi Guru Bahasa dan Sastra Indonesia Kecam Anies Baswedan Lihai Tata Kata untuk Bodohi Warga Jakarta
20-Jul-19,Khoirul Anwar Penemu 4G Lte,"Khoirul Anwar dianggap gila. Ditertawakan. Bahkan dicemooh. Idenya dianggap muskil. Tak masuk akal. Semua ilmuwan yang berkumpul di Hokkaido, Jepang, itu menganggap pemikiran yang dipresentasikan itu tak berguna. "
19-May-19,Syukuran Jokowi 2 P,"Syukuran Jokowi 2 p, tnp kamera ,bawa bekal sendiri, kompak, salam Jokowi"
13-May-19,Video Polisi Tembak Saksi Saat Rekap Pleno Kpu,Polisi menembak saksi yang tidak trima rekap pleno KPU
15-Mar-19,Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara Di Jakarta 80% Salah Semua,"Info dari Pertuni

Ini masukan aja tadi dari Pertuni (persatuan tunanetra Indonesia) yg di Jkt ngecek surat suara yg braile ke KPU ternyata hampir 80% salah semua"
3-Jul-18,Hasil Scanning Port Bolong,"KPU harusnya punya server sendiri. Ini bawa2 ITB, Moratel. Gimana pemilu berikutnya"
29-Jun-18,Rekrutmen Pt Pindad,Sehubungan dengan rekrutmen calon karyawan pada pt pindad untuk wilayah kerja meliputi Region Sulawesi
23-Mar-18,"Mark Zuckerberg, Ceo Facebook, Menemukan Kata Bff","Test FB tmn2 disini
 
 Mark Zuckerberg, CEO Facebook, menemukan kata BFF, untuk memastikan akun anda aman di facebook. Ketik Bff di komentar,
 Jika terlihat hijau, akun anda dilindungi.
 Jika tidak muncul dalam warna hijau, ubah kata sandi anda segera karena mungkin diretas oleh seseorang.
 # Copied"
30-Nov-17,Jalan Slamet Riyadi Kota Solo Tergenang Banjir,"Wali Kota Solo FX Hadi Rudyatmo geram dengan informasi hoax terkait banjir di Jalan Slamet Riyadi, Solo."
21-Nov-17,Mahalnya Biaya Sekolah Pelayaran,"3 Tahun sekolah pelayaran
Udah bayarnya mahal setiap hari dididik militer sakit hati sakit badan."
5-Nov-16,Video Peserta Aksi 411 Merusak Toko,Sisa Video Pendemo yang menjarah warung di Jakarta 4 November semalam. Di share biar tahu kelakuannya!
26-Mar-16,51% Saham Taxi Express Sudah Dimiliki Oleh Sandiaga Uno,Kepemilikan 51% saham Taxi Express oleh pengusaha dan bakal cagub Sandiaga Uno
11-Dec-15,Mesin Mobil Sering Mati Di Atas Rel Kereta Api,"[] MENGAPA MESIN MOBIL SERING MATI DI ATAS PERLINTASAN REL KERETA API
 
 Org awam terkadang mengira hal ini di sbbkan krn perlintasan tsb angker/kurang sajen dan kemenyan/ada demit dll"
19-Jul-20,Media Tidak Menyiarkan Demo Ruu Hip,Masih kah percaya dengan TVtidak ada satupunmedia TV menyiarkan Demo tolak UU HIP .terutama orang desa yang jauh dari jangkauan mereka hanya percaya sama TV. Padahal TV sudah di boking rezim yang berkuasaayo rakyat bukakan mata dan pikiran.ISU COVID 19. Hanya pengalihanini bentuk pembodohan SDM.
26-Jun-20,Pembakar Bendera Pdi-P Ternyata Adalah Anggota Simpatisan Pdi-P Sendiri,"Bawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka."
21-Jun-20,Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,"Minggu, 21 Juni 2020 BUAT 500 ORANG PEMENANG Rilis Hadiah!"
8-Jun-20,Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020,"Surat bernomor 20198/HRD/PT Pertamina Persero/VI/2020 perihal panggilan seleksi rekrutmen karyawan (i). Dalam surat disebutkan lokasi seleksi rekrutmen di Gedung Perwira 2 Lantai 1 Jl. Medan Merdeka Timur 1A, Jakarta Pusat."
9-Apr-20,Tidak Ada Sama Sekali Ucapan Bela Sungkawa Presiden Kepada Dr Dan Team Medis Yg Berguguran Dimedan Covid-19,Mana Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19. Tidak ada sama sekali.
5-Apr-20,Video Gereja Minta Di Azankan Corona Ga Aktif Bila Di Dengarkan Azan,Gereja minta di azankan.mrk yakin krn berdasarkan riset corona ga aktif bila di dengarkan azan atau Alquran.Mashaallah.
30-Mar-20,Video In America There Has Been Looting Everywhere For Fear Of The Corona Virus,In America there has been looting everywhere for fear of the corona virus
28-Mar-20,Pelintiran Konteks Foto Apd Hasil Ekspor Korea Bertulisan Made Indonesia,"BUATAN INDONESIA, PABRIKNYA KORSEL, SALESNYA TIONGKOK, PEMBELINYA INDONESIA  Mumet endasku 
 Dalam foto itu, dus terlihat tulisan merek APD. Selain itu, ada tulisan Korea dibawahnya, lalu tulisan berbahasa Inggris yang menunjukkan jumlah dalam satu dus dan warna APD, serta nomor seri. Yang menarik, di bagian bawah terdapat tulisan Made in Indonesia."
14-Mar-20,Satu Pasien Virus Corona Dr Badau Otw Dirujuk Ke Rumah Sakit Rujukan Sintang,"Selamat sore kwn2,
 barusan dpt info dr kwn yg kerja di RS sintang bahwa ada satu pasien virus corona dr Badau saat ini sdg otw dirujuk ke rumah sakit rujukan Sintang, utk kita waspada klu ada yang berkunjung ke RS Anang klupa pakai masker"
19-Feb-20,Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal Di Meikarta,"ikarang siaga 3 dengan virus Corona ada kabar untuk daerah Lippo sudah ada yg terserang viirus Corona 3 orang dan meninggal dunia namun kita belum nyelidiki ke TKPdan himbauan untuk warga CIKARANG dan sekitarnya untuk hari ini dan seterusnya WAJIB MEMAKAI MASKER agar tidak terkena virus Corona.pusat virus Corona ada di sebuah perusahaan besar MEIKARTA, dan sampai saat ini pemerintah blm menindak tegas, bahkan tdi pagi ada aksi dari para habib seBEKASI meminta pemerintah membasmi virus Corona di BEKASI"
12-Feb-20,"Video Mata Juling Akibat Main Game Ular Yg Lgi Trending Skrang, Hati Gaeeees","Akibat main game ular yg lgi trending skrang, hati Gaeeees"
21-Nov-19,"Judul Artikel Percuma Dilaporkan, Pdip Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang Kuat","Artikel tamparan-news[dot]blogspot[dot]com menampilkan artikel dengan judul Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang Kuat yang di awal artikel ditulis {MERDEKAIND}."
13-Oct-19,Maskapai Penebangan Turki Melarikan Diri Dari Tabrakan Yang Direncanakan Oleh Teroris Dengan Tanker Bahan Bakar,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar. Keahlian pilot dan keputusan yang diambilnya dalam sepersekian detik menyelamatkan 380 penumpang. Ini disebut mukjizat. Teroris dan Khilafah harus out dari NKRI
22-Aug-19,Royalty 8 Ribu Rupiah Setiap Wa,"Bila anda berikhlas hati utk menghilangkan penderitaan anak ini mohon video ini diteruskan kpd siapa saja karena anak ini akan mendapat royalty 8 ribu rupiah setiap WA yg anda kurim. Terimakasih, semoga anda mendapat pahala. Aamiin YRA"
24-Jul-19,"Artikel Liputan6.Com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes. Dia Malah Nyabu","Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes. Dia Malah Nyabu"
2-May-19,Menpora Imam Nahrawi Mundur Dari Jabatannya,"INFO

Dari sebelah"
25-Mar-19,Metro Tv Memberitakan Penyerang Senator Australia Ternyata Pengagum Jokowi,"Apa- apa semua di klaim sm metro tv neh
Kenal saja kagak ngomong pengagum. Urat malu nya dah putus mereka.
Besok, ganti candi borobudur, menara Eiffel, bahkan air terjun Niagara bakal di klaim si Jae yang bangun"
23-Feb-19,Sby Suruh Coblos Nomor 01 @Jokowi Amin,"Waduh pak SBY kok gitu sih, suruh coblos nomor 01 @Jokowi Amin.
 
 Kasihan kan pak, ada yang akan punah.
 
 #OrangBaikPilihJokowi
 
 #JokowiLagi
 
 #01_IndonesiaMaju."
12-Feb-19,Foto Gajah Menolong Anak Singa Dengan Belalainya.,"Seekor singa melintasi sabana bersama anak nya. Krn panas terik , anaknya nyaris tdk bisa berjalan. "
29-Sep-18,White Koffie Berbahaya Karena Kandungannya Mudah Terbakar,"Waduh ini kopi kesukaan ku 
 ni stok kopi ku baru beli
 Jadi takut minumnya "
28-Sep-18,A Zambian Student In China Was Beaten To Death,"""A Zambian student in china has been killed by chinese Nationals for dating a Chinese woman"
3-Sep-18,: Surat Panggilan Wawancara Calon Pegawai Bank Indonesia,Belum lama ini beredar di media sosial surat edaran yang mengatasnamakan Bank Indonesia (BI) yang berisi panggilan wawancara calon pegawai BI dapat dipastikan hoaks.
3-Sep-18,Lapangan Mustika Ratu Di Bekasi Dijadikan Tempat Acara Dalam Poster Undangan #2019Gantipresiden,"Poster yang beredar di media sosial, Relawan Nasional #2019GantiPresiden Kabupaten Bekasi berencana menggelar deklarasi di Lapangan Mustika Ratu, Cibuntu, Kecamatan Cibitung pada Minggu (9/9/2018)."
12-Agu-18,Bu Mega Aja Setuju Pki Bangkit Masak Kalian Enggak?,Subahanallah  Astagfirullah HalAzim Allah Hu Akbar3 X! Sudah Begitu Sadis nya Cara Berpikir Politik PDIP untuk Negri ini?
26-Jun-18,Valid! Jokowi Menjual Indonesia,JOKOWI MENJUAL INDONESIA*
30-Apr-18,Selebaran Kupon Bazaar Beras Murah Bergambar Wajah Charles Honoris Dari Kader Pdip Perjuangan,"Masuk ke Monas tangan di stempel, logo Kristusnya paling menonjol, ada kupon dari Charles honoris (Kader PDIP/Caleg dapil DKI 3)hahhaha bilang aja lu mo menipu, Dasar Kodok Bangkong !"
16-Dec-16,Pelatihan Masjid Cyber Army Di Masjid Baitul Ihsan Bank Indonesia,"Hadirilah Pelatihan MASJID CYBER ARMY yang akan diadakan pada:
 Sabtu, 31 Desember 2016
 Jam 08.00 s/d 17.00
 Tempat : Masjid Baitul Ihsan Bank Indonesia, Jakarta Pusat"
18-Oct-16,Pernyataan Gubernur Papua Yang Sebut Bela Ahok,GUBERNUR PAPU Lukas Enembe : Kalau non muslim tidak boleh jadi gubernur DKI atau Presiden Indonesia maka biarkan Papua melanesia merdeka.
24-Jul-16,"Absen Di Acara Hari Anak Nasional, Jokowi Pilih Hadiri Silatnas Relawan","Ketidakhadiran Presiden Joko Widodo (Jokowi) pada puncak peringatan Hari Anak Nasional (HAN) 2016 di Mataram, NTB, hari ini Sabtu (23/7), menimbulkan kekecewaan anak-anak yang datang dari berbagai provinsi."
8-Aug-20,"Video Berita Terbaru Hari Ini ~ Sri Mulyani Sudah Tidak Sanggup Lanjut, Serahkan Tugasnya Ke Rizal Ramli","BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI"
7-Aug-20,Pesan Berantai Sebuah Peringatan ! Sekarang Ada Yang Baru Dan Sedang Terjadi. Orang Datang Dari Pintu Ke Pintu Dan Membagikan Masker,"Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker. Mereka mengatakan: Ini ada pembagian masker dari pemerintah. ( Hal itu tidak benar) Mereka meminta Anda mengenakan masker untuk difoto/ dilihat apakah masker tersebut cocok untuk Anda. ( Sebagai laporan klo masker sudah sampai alamat ) masker yg sudah diberi bius, lalu mereka merampok ! Tolong jangan ambil masker dari orang asing. Ingat, teman-teman, ini adalah waktu yang kritis, orang-orang putus asa, tingkat kejahatan meningkat selama periode Covid-19. Harap berhati-hati ! setidaknya informasi ini mungkin bisa berguna dan bermanfaat, mohon maaf bila ada salah kataWaspada waspada lah pada siapapun yg kita belum mengenalnya ."
16-Jul-20,Beberapa Rsud Di Jakarta Dan Depok Ditutup Karena Karyawan Positif Covid-19,Assalamualaikum wr wb Temen2 spesialis.Just InfoBeberapa rumah sakit terpaksa ditutup karena karyawan positif
6-Jul-20,Wna Diangkat Menjadi Direksi Di Bumn,INFO BUMN Warga Negara Australia bernama Antonius Reiner Haryanto diangkat menjadi Direktur Transformasi Bisnis Holding Rumah Sakit BUMN Pertamedika. Ini pertama kalinya Warga Negara Asing menjadi Direksi di BUMN Indonesia. Mohon bantu sebarkan info ini. #TolakWnaJadiDireksiBumn
18-Jun-20,Sakitnya Apa Di Diagnosa Nya Covid,Kebusukan RS Bokap gw sakitnya apa di diagnosa nya covid Intinya yg meninggal di RS langsung di vonis covid Angka kematian covid yg meningkat mungkin bukan karena covid melaikan data asal dari RS
13-Jun-20,Miscaptioned Wolfpack Photo,"A lesson in Wolfpack leadership The 3 wolves in front are old & sick, they walk in front to set the pace of the running group lest they get left behind. The next 5 wolves are the strongest & best, they are tasked to protect the front side if there is an attack. The pack in the middle are always protected from any attack. The 5 behind them are also among the strongest & best; they are tasked to protect the back side if there is an attack. The last one is the LEADER. He ensures that no one is left behind. He keeps the pack unified and on the same path. He is always ready to run in any direction to protect & serves as the bodyguard to the entire group"
29-May-20,"Disebut Banyak Jamur Dan Barang Kadaluwarsa, Warga  Diimbau Tak Ke Mal",Buat temen2 yg aku sayangi Saya hanya meng ingat kan saja ya  nanti kalau mal2 dlm waktu dekat ini akan di buka kembali  tolong jangan ke mall dulu ya . krn pd saat mall di tutup banyak brg2 rusak dan yg berjamur . mengerikan .
13-May-20,Vaksin Pertama Kali Dibuat Di Bawah Kekhalifahan Ottoman. Tahun 1717,"Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717, Lady Mary Montagu istri dubes British di Istanbul, menulis surat kepada beberapa temannya bahwa di Istanbul ada sesuatu yang disebut vaksinasi dalam mengobati orang cacar di Istanbul.Lady Mary menceritakan bahwa perempuan dan anak-anak dikumpulkan lalu di lengan mereka dibuat semacam goresan. Setelah itu diberi sesuatu dan mereka akan mengalami demam ringan, selanjunya akan menjadi imun. Surat ini adalah dokumentasi tertua menyangkut produksi dan pemakaian vaksin. Surat-surat tersebut tertanggal 1 April 1717.Edward Jenner yang disebut penemu vaksin cacar (smallpox) melakukan penelitian tahun 1798. Edward menemukan teori dan tehniknya, namun belum memproduksi vaksin. Sedang Louis Pasteur (1822-1895), pembuat vaksin rabies dan antrax, ketika hendak membuat studi produksi vaksinnya, dia kehabisan uang. Dia lalu menulis surat kepada Sultan Abdul Hamid II. Sultan lalu menyetujui dengan syarat laboratoriumnya dipindah ke Istanbul. Pasteur menolak syarat tsb. Sultan lalu meminta agar 3 dokter Ottoman dijadikan asisten dalam penelitian yang kemudian diterima oleh Pasteur. Sultan kemudian mengirim bantuan 10.000 lira Ottoman dan memberi Pasteur penghargaan medali Order of Medjidie (1st Class). Tahun 1885, vaksin rabies dibuat lalu dibawa ke Istanbul awal Januari 1887. Vaksin rabies pertama kali diproduksi di Istanbul."
29-Apr-20,Profesor Dr Tasuku Honjo Mengatakan Bahwa Virus Korona Itu Tidak Alami. Cina Telah Membuatnya,"Profesor Fisiologi Kedokteran Jepang, Profesor Dr Tasuku Honjo, menciptakan sensasi di depan media hari ini dengan mengatakan bahwa virus korona itu tidak alami.Jika itu alami, itu tidak akan mempengaruhi seluruh dunia seperti ini. Karena, sesuai sifatnya, suhu berbeda di berbagai negara. Jika itu alami, itu akan berdampak buruk hanya pada negara-negara yang memiliki suhu yang sama dengan Cina."
