tanggal,judul,narasi
31-Jan-18,"Dapat Info Hoax Kebakaran, Mobil Damkar Alami Kecelakaan Dan Tewaskan 3 Anggota Pemadam","Innaillahi Wainnaillahi Rojiun, Damkar INDONESIA kembali BERDUKA. Mewakili rekan-rekan Pemadam Kebakaran Kota Medan, kami turut berduka cita atas kejadian yang menimpa rekan-rekan damkar di Poso"
3-Jan-18,"Pria Di Kansas, Amerika Meninggal Ditembak Polisi Akibat Hoax Yang Dibuat Pemain Game Call Of Duty","Gara-gara sebuah lelucon konyol, sebuah nyawa melayang. Kejadian ini telah menjadi mimpi buruk bagi keluarga korban dan departemen kepolisian kami"
18-Dec-17,Ini Perbedaan Netizen Jurnalis Dan Wartawan,"Kementerian Komunikasi dan Informatika (Kominfo) menggelar Forum Dialog Publik bersama blogger, "
1-Nov-17,"Bantah Hoaks, Kominfo Sebut Registrasi Sim Murni Untuk Keamanan","Bantah Hoaks, Kominfo Sebut Registrasi SIM Murni untuk Keamanan"
5-Dec-15,Anak Palestina Ditembak Oleh Tentara Israel Dari Jarak Dekat!,"SUBHANALLAH
 Anak Palestina ini berlutut memandangi tentara israel yg menembaknya dari jarak dekat,
 Peluru menembusi jantung nya. Tapi coba Lihat wajah syuhada ini . Tak ada menggambarkan kesakitan"
30-Apr-19,Klarifikasi Terkait Kabar Petugas Kpps Di Way Kanan Lampung Tewas Ditikam Karena Melerai Keributan Timses Caleg,"~ Sukardi, Simpatisan PKS yang Meninggal Karena Melerai Keributan Timses Caleg ~"
09-Okt-18,Kpu Bantah Informasi Yang Menyebut Bahwa Kemarin Adalah Batas Terakhir Pengecekan Daftar Pemilih Pilpres 2019,Pengecekan daftar pemilih
07-Okt-18,Dorce Bantah Menuding Ratna Sarumpaet Sebagai Transgender,Sebenarnya saya tidak mau mengumbar aib seseorang. ya saya tahu itu dosa.
31-Aug-17,Umat Budha Di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya Di Myanmar,Umat Budha di Indonesia Disebut Hanya Diam Melihat Kekerasan Yang Menimpa Suku Rohingya di Myanmar
16-Mar-20,"49 Wn Tiongkok Yang Masuk Ke Sultra Ternyata Orang Baru, Bukan Pekerja Lama","Kepala Kantor Perwakilan Kemenkumham Sultra, Sofyan, mengonfirmasi bahwa 49 TKA asal China yang tiba di Bandara Haluoleo Kendari pada Minggu (15/3/2020), adalah TKA yang berangkat dari China, dan bukan TKA lama yang berangkat dari Jakarta."
5-Sep-19,Post Keadaan Yogyakarta Pasca Bentrokan Prppb,"asal-asalan memberikan klarifikasi pada pengepungan mahasiswa Papua di Asrama Mahasiswa Papua Yogyakarta tanggal 15 Juli 2016. Mas @hsuf minta bukti, konteks dan sumber? Nih saya kasih!"
1-Apr-19,Baliho Cinesia Timur Sakti Bertuliskan Bahasa Cina Di Bandara Haluoleo Kendari,"Selama NKRI merdeka dan SDH 7 kali pergantian presiden
Dan semenjak Jokowi jadi presiden baru kali ini ada baleho China terpampang besar d bandara HALUOLEO KOTA KENDARI"
14-Mar-19,Kepolisian Angkat Bicara Terkait Foto Kompak Penonton Yang Acungkan Salam Dua Jari Di Millenial Road Safety Festival,"Direktur Lalulintas, Kombes Pol Wibowo: Saya sudah liat foto yang tersebar di medsos itu dan saya menduga itu foto hasil rekayasa. Apalagi panggung kegiatan yang digelar Polres Serang Kota pada acara MRSF tidak sama dengan foto tersebut,"
29-Dec-18,Bmkg: Alat Pendeteksi Tsunami Di Selat Sunda Hilang Sejak 2007,"Barbar People

TELAH HILANG ALAT PENGUKUR GELOMBANG DAN ARUS"
13-Sep-18,"Warga Malang Dihebohkan Soal Penemuan Alat Kejut Yang Dianggap Bom, Kepolisian Beri Penjelasan","Kasatreskrim Polres Batu AKP, Anton Widodo : Dikiranya bom karena benda itu ada kabel-kabelnya. Tapi memang itu bukan bom. Seperti alat getar pelangsung seperti itu,"
28-Feb-18,Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak Wni Yang Ditahan Australia,Kementerian Luar Negeri Klarifikasi Tidak Ada Anak-Anak WNI yang Ditahan Australia
21-Feb-18,Sudirman Said Sedang Sembahyang Semoga Tidak Di Demo Berjilid-Jilid,"Ssst 
 Pk Sudirman Said sedang sembahyang di Vihara 
 jangan diganggu . apalagi di demo  ?"
26-Nov-16,Mengapa Kita Menyukai Hoax Atau Kabar Bohong?,"Mengapa kita menyukai hoax atau kabar bohong?
 
 Riset yang dilakukan oleh Robert Feldman, psikolog dari University of Massachusetts menunjukkan bahwa kebohongan memiliki keterkaitan dengan kepercayaan diri. Saat kepercayaan diri kita terancam seseorang akan dengan mudah berbohong. Riset Feldman ini dimuat dalam Journal of basic and Applied Psychology. Setidaknya 60 persen dari orang yang diriset oleh Feldman ini berbohong dalam setiap perbincangan yang dilakukan. Hal serupa juga terjadi pada internet, kita kerap menambahi kabar yang belum pasti dengan kebohongan sehingga menghasilkan hoax berantai"
23-Apr-18,"Bksda Klarifikasi Soal Penampakan Harimau Sumatra Di Agam, Sumatra Barat","Kepala BKSDA Sumbar Erly Sukrismanto mengungkapkan, berdasarkan tinjauan tim di lapangan ternyata harimau hanya menampakkan diri tanpa melukai hewan ternak, seperti yang sempat dilaporkan warga. Jadi, warga melihat dua ekor harimau jalan-jalan dari kejauhan. Tapi tidak ganggu apapun, tidak ngamuk dan melukai kerbau, terang Erly."
18-Apr-18,Klarifikasi Pt Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,"Dapat kami sampaikan klarifikasi bahwa konstruksi yang runtuh adalah overpass akses Jalan Tumaluntung yang melintas di atas lokasi rencana Jalan Tol Manado-Bitung (underpass),"
5-Jan-18,: Penemuan Senjata Kelompok Syiah Di Goa Husainiyat,Pemerintah Pakistan menemukan gudang persenjataan kelompok syiah dalam sebuah gua dibawah Husainiyat mereka yg terletak disebelah barat laut Pakistan.
24-May-17,Penangkapan Gengster Di Jatiwaringin Dan Lenteng Agung Disebut Tanpa Peran Polisi,Penangkapan Gengster di Jatiwaringin dan Lenteng Agung Disebut Tanpa Peran Polisi
3-Nov-16,: Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara
26-Sep-18,Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi Data,"Belum lama ini beredar surat yang menginformasikan mengenai kurang lengkapnya data guru sekolah madrasah negeri/swasta di media sosial. Dalam surat tersebut, pengirim juga mengatasnamakan pihak Kementerian Agama ( Kemenag) RI dengan modus mengambil data pribadi untuk disalahgunakan."
08-Agu-18,"Dikabarkan Mundur Dari Ksp, Moeldoko Beri Klarifikasi","DIKABARKAN MUNDUR DARI KSP, MOELDOKO BERI KLARIFIKASI"
4-Jan-18,: Isu-Isu Mengenai Media Penyebaran Hiv/Aids,Isu-isu Mengenai media Penyebaran HIV/AIDS
4-Jan-18,Pengamat Media Sosial: Tak Ada Hoax Yang Positif,"Ya mana ada hoax positif, nggak ada hoax positif. Hoax itu berita bohong, informasi palsu. Nggak ada positif-positifnya"
8-Jan-17,Al Quran Dirobek Saat Sidang Ahok,"Al Quran disobek2 dibuang di jln saat sidang ahokyang mungutin sampe nangis.
 #JumatBarokah"
5-Oct-15,": Harun Yahya, Salah Satu Pionir Hoax Umat Islam","Harun Yahya, Salah Satu Pionir Hoax Umat Islam"
17-Oct-18,Taman Impian Jaya Ancol Bantah Menggratiskan Tiket Masuk Mulai 14 Oktober Hingga 6 Bulan Kedepan,Jelas hoax
25-Jun-18,Beberapa Tokoh Gereja Di Bekasi Bantah Buat Perjanjian Bersama Dengan Cawalkot Rahmat Effendi,"Kami merasa bahwa ini harus diluruskan, karena merugi bagi kami juga. Saya katakan ini tidak benar,"
2-Apr-18,Prabowo Bantah Ditawari Rp. 15 Triliun Untuk Menjadi Cawapres Jokowi,"Dari mana (informasi) itu. Saya nggak tahu, kata Ketua Umum Partai Gerindra, Prabowo Subianto, Minggu (1/4) kemarin."
26-Dec-17,Ibadah Di Gereja Hkbp Filadelfia Bekasi Diganggu Speaker,"Harusnya gk perlu bgini. toh jg urusan surga neraka pribadi masing-masing. Tkp: Bekasi, Jawa Barat, Indonesia.
(2) Anda merasa Muslim terzolimi oleh media? pernah media membahas masalah sprti ini? jangan merasa terzolimi hny karena kasus Buni Yani! RT"
9-Oct-19,Tiga Bank Bumn Tidak Suntikkan Modal Ke Bank Muamalat,"Sempat mengemuka bahwa Bank Muamalat akan disuntikkan dana oleh sejumlah bank Badan Usaha Milik Negara (BUMN). Atas beredarnya isu tersebut, Bank Negara Indonesia (BNI), Bank Mandiri, dan Bank Rakyat Indonesia (BRI) memberikan bantahan bahwa akan menyuntikkan dana ke Bank Muamalat."
10-May-19,"Klarifikasi Dari Dinkes Terkait Informasi Ramuan Minyak Tanah Yang Bisa Mengobati Penyakit Asam Urat, Kolesterol, Dan Tekanan Darah Tinggi","Begni cara mengobati penyakit asam urat,kolestrol,tekanan darah tinggi.
Bahan yg di gunakan."
16-Jan-18,"Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya","Tidak Tahu Malu,Anies Baswedan Claim Kemegahan Baru Stadion Gelora Bung Karno Karena Idenya"
15-Jan-18,: Dimana Tni Dan Polri Dalam Isu Komunisme Atau Pki ?,massa menolak seminar PKI
27-Dec-17,Membumikan Bikini Di Tempat Umum Dengan Selfie,"Btw. Inilah Revolusi Mental Pancasila ala Jokowi, membumikan bikini di tempat umum dengan selfie. For woman, just use bra & panties is OK OK aja dan bisa selfie with Mr President. Aku cuma mau kasih tau inilah Icon Negara Kamu! Bukan OWI namanya klo tidak begitu, yang jadi aurat agama harus di lawan, pesta kawinin anak dibulan Asyura-Arbain, agama nyuruh tutup aurat doi proklamirkam anti Tuhan dengan selfienya. Ya inilah junjungan Islam NUsantara dan Syiah Imam 9 Naga ?"
6-Dec-16,Awan Hitam Menyedot Air Laut,"Astagfirullah
 Apakah ini tanda tanda akhir zaman semakin dekatt
 waallahualam
 Kejadian langka AWAN HITAM MENYEDOT AIR LAUT dalam beberapa menit yang membuat heboh warga."
30-Nov-16,: Ustadz Aa Gym Pimpin Ribuan Umat Bela Islam Se Jawa Barat Pada 30 November Ke Jakarta,"Beredar info disertai foto yang menyebutkan bahwa pada tanggal 30 november 2016, KH Gymastiar atau AA Gym melakukan konsolidasi dengan memimpin keberangkatan puluhan ribu umat Islam se Jawa Barat untuk aksi bela Islam jilid 3 yang tergabung dengan para mujahid pejalan kaki ciamis"
28-Nov-15,Jokowi Lebih Memilih Helikopter Buatan Luar Negeri Dibandingkan Buatan Pt Dirgantara Indonesia,"INSTING MAKELAR
 
 AKU Awalnya kaget, membaca berita dari berbagai Media nasional soal Pembelian Hellikopter Presiden jokowi.
 Dalam berita banyak disebutkan PT.DI Produksi Hellikopter sendiri jenis EC-725 dan lebih canggih, kenapa Pemerintah membeli Helikppter VVIP AW101 produksi Italia dan Inggris itu ?"
19-Mar-19,Indochina Di Foto Kontainer Southern Hauliers,"Apa maksudnya ini
Ada yg bisa kasih penjelasan?"
9-Feb-18,Rombongan Presiden Jokowi Kecelakaan Di Sumatera Barat,"Mobil Rombongan Presiden Jokowi Mengalami Kecelakaan di Solok, Sumbar. Para penumpang mobil rombongan presiden yang menuju Kota Padang tersebut mengalami luka-luka."
10-Nov-17,"Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital","Marak Hoax, Pemerintah Didesak Terapkan Kurikulum Digital"
20-Aug-17,Indonesia Di Tengah Pusaran Arus Informasi,Indonesia di Tengah Pusaran Arus Informasi
27-Nov-16,Tips Bermedia Sosial Sehat Ala Ahmad Mustofa Bari,"Tips Bermedsos Sehat Ala Ahmad Mustofa Bisri
 
 (1) menata kembali niat kita dalam menggunakan dan memanfaatkan Sosmed;
 (2) berhati-hati dan waspada beraktifitas di Dunia Maya yang ~kita tahu~ penuh tipuan;
 (3) jangan mudah tergiur dengan tampilan-tampilan menarik, biasakan tabayun dan meniliti rekam-jejak;"
18-Nov-16,: Kicauan Grab Di Tweeter Yang Mendukung Ahok,Grab Indonesia mendukung @basuki_btp #KamiAhok
20-Nov-15,Bbc News Menggunakan Foto Irak Untuk Menggambarkan Pembantaian Suriah,BBC News uses Iraq photo to illustrate Syrian massacre
29-Jan-18,Bahaya Buah Durian Mengandung Kolesterol Tinggi,Bahaya Buah Durian Mengandung Kolesterol Tinggi
14-Oct-17,Orang Tua Berkelahi Di Lippo Mall,Orang Tua Berkelahi di Lippo Mall
17-May-17,Admin Grup Whatsapp Dihukum Penjara,"#Ask #Whatsapp #Admin #Dipenjara #ITE
 Nemu gambar begini, maksudnya gimana sih. Admin WhatsApp? Kok aneh gitu .
 Apakah gambar di kertas koran tersebut benar?"
7-Sep-18,Sophia Latjuba Bantah Jadi Anggota Jurkam Jokowi - Maruf,"Nggak tuh, bukan, bukan saya. Sophia yang lain kali, ujar Sophia Latjuba, Rabu (5/9)."
6-Sep-18,Pertamina Dan Pemerintah Kalrifikasi Isu Bbm Naik Malam Ini,Beredar isu di media sosial secara berantai tentang rencana kenaikan harga bahan bakar minyak (BBM) cukup meresahkan masyarakat.
10-Jan-18,Merawat Pesan Toleransi Dari Gus Dur,Pa setelah kau pergi/Baru aku mengerti Selama ini kau berusaha mengajari kami Hidup harus disyukuri/Apapun yang diberi Engkaulah yang mengajarkan/ Hidup adalah pilihan Dan pilihan adalah kekuatan . 
19-Dec-17,Mafindo Chapter Depok Adakan Sosialisasi Anti Hoax,"Masyarakat Anti Fitnah Indonesia (MAFINDO) Chapter Depok bersama Polsek Sukmajaya mengadakan sosialiasasi dengan warga Swatama Residence, Kemang. Acara. "
4-Feb-20,Warga Cina Lempar Kucing Dan Anjingnya Dari Apartemen Karena Hoaks Kucing Dan Anjing Menularkan Virus Corona,"Takut Virus Corona, Warga China Lempar Anjing dan Kucing dari Apartemen"
6-Jun-18,Kh Asep Saifuddin Chalim Bantah Sebut Orang Yang Menyarankan Memilih Gus Ipul Telah Berkhianat,"Itu istilah hoax, itu sangat keji sekali. Saya punya rambu, saya punya upaya keras untuk tidak pernah mengatakan orang"
5-Dec-15,Isu Perbedaan Surat Al Hujurat 8 Pada Al Quran Sumbangan Kerajaan Arab,"Tolong perhatikan Al Quran sumbangan Arab Saudi yang dibagikan gratis, ayat2nya banyak diubah, bandingkan dengan Al Quran yang dulu,"
18-Sep-19,Pentingnya Membaca Seluruh Isi Berita Bukan Hanya Judul Beritanya,Isi artikel pada situs riausky.com tersebut menyatakan keheranan Kapolri Jenderal (Pol) Tito Karnavian karena tidak ada perkebunan sawit maupun tanaman industri lainnya yang ikut terbakar. Bukan karena tidak ada kebakaran lahan dan hutan secara keseluruhan.
06-Agu-18,Pihak Keluarga Almarhumah Siswi Smpn 2 Semen Bantah Sa Meninggal Dalam Kondisi Telinga Berdarah Dan Hp Berantakan Di Lantai,"Diantaranya melalui media Whatsapp, siswi berinisial SA tersebut diisukan meninggal dalam kondisi telinga berdarah dan handphone (HP) berantakan di lantai."
19-Mar-18,Klarifikasi Pemerintah Provinsi Aceh Terkait Isu Penerapan Hukuman Pancung Atau Qisas,"Kepala Bidang Bina Hukum Syariat Islam dan Hak Asasi Manusia Dinas Syariat Islam Provinsi Aceh, Syukri M Yusuf pun membantah isu tersebut. Ia mengatakan, isu tersebut muncul lantaran salah persepsi dari wartawan Associated Press setelah mewawancarainya. Pada wawancara itu, Syukri mengatakan, dirinya memang menyinggung wacana hukum pancung. Namun, hal itu masih sebatas wacana dan butuh penelitian lebih lanjut. Ini baru wacana. Penelitiannya dilakukan tahun ini, jadi kami lihat dulu respons masyarakat baru nanti bisa disimpulkan, ujarnya."
11-Jan-18,Manfaat Air Hangat ,"?
*M A N F A A T*
*AIR HANGAT*
( agak panas dikit )
*Sekelompok Dokter Jepang menegaskan bahwa air hangat adalah ?% efektif dalam menyelesaikan beberapa problems kesehatan, termasuk:*
_*Sakit kepala, migrain, tekanan darah tinggi, tekanan darah rendah, nyeri sendi, tiba-tiba meningkat dan penurunan detak jantung, Epilepsi, meningkatnya tingkat kolesterol, batuk, ketidak nyamanan fisik, sakit golu, asma, hooping batuk."
23-Dec-16,Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab,Video Beberapa Wanita India Protes Dengan Cara Bakar Jilbab
27-Nov-16,Perlawanan Pekerja Asing China Saat Bendera Rrc Diturunkan Tni,Upaya Penurunan Bendera Cina atau Republik Rakyat Cina Secara paksa oleh Aparat TNI namun dihalang2i oleh oknum perusahan mana itu pendukung penista agama yg triak2 MAKAR MAKAR MAKAR itu manayg menuduh Ummat Islam Makar itu mana? Inilah makar yang sesungguhnya MAKAR
24-Nov-16,: Cuitan Di Twitter Karyawan Pt Adhi Karya Terhadap Gus Mus Bijak Bersosial Media,"@gusmusgusmu Dulu gk ada aspal Gus di padang pasir, wahyu pertama tentang shalat jumat jga saat Rasullullah hijrah ke Madinah. Bidah ndasmu!"
07-Agu-18,Pernyataan Sikap Netral Universitas Indonesia,UI mengingatkan dan mengimbau segenap sivitas akademika dan warga UI termasuk para alumni UI untuk menyampaikan hak konstitusionalnya atas nama pribadi dan tidak menggunakan nama besar institusi UI.
27-Jun-18,Klarifikasi Kenapa Sholat Di Tempat Ibadah Agama Lain? Apakah Dalam Keadaan Darurat?,Min tolong ini dicek min apa benar ini aliran sesat Islam nusantara?
21-Mar-18,"Mengandung Cacing, Bpom Kepri Tarik 3 Merek Sarden Dari Peredaran","Setelah isu ini berkembang kuat, kami diperintahkan untuk menarik 
produk sarden kaleng dari peredaran. Ada 3 merek yang kita tarik. 
Penarikan sudah mulai dilakukan hari ini, ujar Kepala BPOM Kepri, Yosef
 Dwi Irwan."
20-Mar-18,Klarifikasi Gedung Dpr Tidak Terjadi Kebakaran,"Hal yang sebenarnya terjadi, menurut Damayanti, yakni terjadi malfungsi dari alat pemadam api ringan (APAR). Tidak ada kebakaran, namun malfungsi dari APAR yang berupa aerosol tiba-tiba bekerja tanpa ada kebakaran, ujarnya."
16-Mar-18,"Polda Metro Ungkap Komplotan Skimming Nasabah Via Atm, Modusnya?","Polda Metro Ungkap Komplotan Skimming Nasabah via ATM, Modusnya?"
3-Mar-18,Cacing Hidup Di Produk Ikan Supermarket |  Live Worms In Supermarkets Fish Product,Omg check this out
28-Feb-18,Ketum Mui: Jangan Gunakan Nama Muslim Untuk Sebar Hoax,Ketum MUI: Jangan Gunakan Nama Muslim untuk Sebar Hoax
23-Feb-18,Balada Cinta Segi Tiga Ahok Veronica: Ahok Lemah Syahwat,"Balada Cinta segi tiga Ahok .
 
 Veronica : Ahok Lemah Syahwat"
7-Feb-18,"Bukankah Zakat Itu Satu Tahun Sekali , Jadi Kalau Bulanan Itu Namanya Zakat Apa?","Menag Siapkan Perpres untuk Tarik Zakat 2,5% bagi PNS Muslim
 Bukankah zakat itu satu tahun sekali (haul), jadi kalau bulanan itu namanya Zakat APA?
 Jumhur ulama berpendapat bahwa didalam zakat harta mustafad diwajibkan adanya haul berdasarkan apa yang diriwayatkan oleh Ibnu Majah dari Aisyah ia berkata, Aku mendengar Rasulullah saw bersabda: Tidak ada zakat harta hingga mencapai haul. 
 wallahualam!"
4-Sep-19,Pedang Jepang Yang Bernama Samurai,"Pasti tahu donk Pedang Jepang yang bernama Samurai? Nah, ternyata ada jenis pedang lain yang bernama Katana loh. Yuk intip proses pembuatan nya supaya kita SEMAKIN PINTAR"
14-May-18,Polisi Mengklarifikasi Bahwa Tidak Ada Bom Di Pasuruan,"Tidak ada ledakan bom, dan semoga tidak ada bom di sini,"
24-Apr-18,Pks Luruskan Hoax Kader Komentar Kartini Pemuas Seks Belanda,"DPP PKS sudah menerima informasi tersebut. PKS menegaskan hal itu hoax. Kader PKS tidak berkomentar menghina Kartini. Ya, hoax. Foto kader PKS Aceh Timur dibajak. Sedang diinvestigasi oleh teman-teman di Aceh, ujar Wakil Sekjen PKS Abdul Hakim saat dimintai konfirmasi, Senin (23/4/2018)."
30-Mar-18,Klarifikasi Mahfud Md Terkait Tuduhan Ratna Sarumpaet Terhadapnya,"Prof Mahfud Md mengklarifikasi tuduhan Ratna Sarumpaet yang menyebut bahwa dirinya adalah aktor penyebar hoax dengan istilah war on hoax. Tuduhan tersebut dilontarkan Ratna perihal statement Prabowo yang menyebutkan bahwa pada tahun 2030 Indonesia akan Bubar berdasarkan literatur buku salah satu novel fiksi berjudul Ghost Fleet. Hal tersebut pun dibantah oleh Mahfud dan menjabarkan data dari Study McKinsey, bahwa pada 2030 mendatang Indonesia akan masuk 7 besar kekuatan ekonomi dunia."
21-Mar-18,Brookings Institution: Percakapan Dengan Joko Widodo Presiden Indonesia,"SANGKING VIRALNYA ini tulisan MAU DIBLOKIR FACEBOOK
 
 Admin Maret 18, 2018 Berita Utama
 
 Ini tentang seorang pemimpin negara. Di luar negeri. Lelaki yang dengan cepat menduduki satu jabatan ke jabatan yang lebih tinggi. Mulai dari walikota, lalu gubernur, kemudian presiden.
 [.]"
19-Mar-18,"Diduga Stres Setelah Cerai Dengan Istrinya, Suyatno Bacok 2 Orang","Kepala Polres Kendal AKBP Adiwijaya menjelaskan, peristiwa tersebut murni penganiayaan. Pelaku nekat melakukan perbuatan itu diduga karena stres setelah bercerai dengan istrinya."
1-Jan-18,Mudah-Mudahan Masih Banyak Rakyat Lugu Yang Masih Bisa Ditipu Melalui Pencitraan Yang Selama Ini Jadi Andalan,"CARA GAMPANG DAPAT UANG
Memang cara gampang untuk mendapatkan uang adalah dengan ngutang atau jual barang. Kalau utang sudah banyak dilakukan maka tinggal jual barang sebagai jurus andalan. "
21-Nov-17,Indonesia Ditinggalkan Oleh Saudara2 Negara Muslim Dunia,"*Innailaihi wainnailaihi roojiuun kita ditinggalkan oleh saudara2 Negara Muslim Dunia*
*Arab Saudi Bentuk 34-Negara Aliansi Strategis Militer Islam Sunni, Tanpa IRAN dan INDONESIA.*
*Karena Indonesia saat ini dianggap merapat ke komunis China dengan semua strategi bisnis dan politik ala komunis China serta Syiah Iran dengan strategi politik agama Syiah yg menjadi musuh Islam dari ke 34 negara Islam saat ini.*
*dan akhirnya negara Indonesia dengan penduduk Islam terbesar di dunia yang dibangga-banggakan saat ini sudah tidak dianggap oleh umat dunia Islam saat ini.
*Innalillaahi wa inna ilaihi rojiun*
34 Negara anggota Aliansi Militer Islam yang dipimpin oleh Arab Saudi tanpa Indonesia dan Iran."
