judul,narasi,label
Klarifikasi Camat Kemalang Terkait Isu Pungli Perekrutan Perdes Di Tangkil,"Saya sudah berkoordinasi dengan TP3D dan Kepala Desa Tangkil soal itu. Itu baru wacana, belum ada transaksi pungutan. Nanti menunggu pendapat BPD apakah menyetujui atau tidak, Kusdiyono.",0
Cara Melaporkan Situs Dan Konten Yang Tidak Pantas Ke Google,Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,0
Mudah-Mudahan Masih Banyak Rakyat Lugu Yang Masih Bisa Ditipu Melalui Pencitraan Yang Selama Ini Jadi Andalan,"CARA GAMPANG DAPAT UANG
Memang cara gampang untuk mendapatkan uang adalah dengan ngutang atau jual barang. Kalau utang sudah banyak dilakukan maka tinggal jual barang sebagai jurus andalan. ",0
"Terduga Teroris Is Yang Tertangkap Di Sleman, Yogyakarta Bukan Pelatih Judo Di Ugm",Berkaitan dengan berita penangkapan terduga teroris di daerah Sleman yang dikaitkan dengan pelatih Judo UGM,0
Pedang Jepang Yang Bernama Samurai,"Pasti tahu donk Pedang Jepang yang bernama Samurai? Nah, ternyata ada jenis pedang lain yang bernama Katana loh. Yuk intip proses pembuatan nya supaya kita SEMAKIN PINTAR",0
"Teror Kiai Di Ponpes Kediri Hoax, Ini Cerita Sebenarnya","Teror Kiai di Ponpes Kediri Hoax, Ini Cerita Sebenarnya",0
: Polda Sulsel Sita 10 Kg Sabu Dalam Kemasan Kopi Cina,Masih belon sadar juga.bahwa penerus bangsa ini sedang diracuni dan dihancurkan oleh koloni itu ?,0
Klarifikasi Bkn Terkait Surat Optimalisasi Pemenuhan Kebutuhan Pns Oleh Bkn,"Kepala Biro Humas BKN Mohammad Ridwan menegaskan, pihaknya tidak pernah mengeluarkan surat Surat Optimalisasi Pemenuhan Kebutuhan PNS oleh BKN.",0
Kemenag Bantah Edaran Surat Guru Madrasah Wajib Melengkapi Data,"Belum lama ini beredar surat yang menginformasikan mengenai kurang lengkapnya data guru sekolah madrasah negeri/swasta di media sosial. Dalam surat tersebut, pengirim juga mengatasnamakan pihak Kementerian Agama ( Kemenag) RI dengan modus mengambil data pribadi untuk disalahgunakan.",0
Hoax Politik Dan  Keteladanan Elit,Hoax Politik dan (Minimnya) Keteladanan Elit,0
Indochina Di Foto Kontainer Southern Hauliers,"Apa maksudnya ini
Ada yg bisa kasih penjelasan?",0
: Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,Kominfo Blokir 11 Situs Yang Mengandung Unsur Sara,0
: Pengobatan Jantung Koroner Dengan Terapi Kelasi  Bisa Gantikan Angioplasty,Pengobatan Jantung Koroner dengan Terapi Kelasi (Chelation) Bisa Gantikan Angioplasty,0
Al Quran Dirobek Saat Sidang Ahok,"Al Quran disobek2 dibuang di jln saat sidang ahokyang mungutin sampe nangis.
 #JumatBarokah",0
Rombongan Presiden Jokowi Kecelakaan Di Sumatera Barat,"Mobil Rombongan Presiden Jokowi Mengalami Kecelakaan di Solok, Sumbar. Para penumpang mobil rombongan presiden yang menuju Kota Padang tersebut mengalami luka-luka.",0
Para Santri Solo Pawai Obor Untuk Lawan Yg Pawai Lilin! Allahu Akbar!,"Pawai obor untuk Lawan Pawai Lilin, Sedang Berlangsung Para Santri Solo Pawai Obor untuk lawan yg pawai lilin! ALLAHU AKBAR!",0
Klarifikasi Kementerian Kelautan Dan Perikanan  Terkait Beredarnya Surat Undangan Bimbingan Teknis Dan Penetapan Kelompok Penerima Bantuan Program Produksi Budidaya Ta. 2019,"Kami pastikan surat yang beredar di media daring adalah hoaks, pihak kami tidak pernah mengeluarkan surat seperti itu. Kalau kita teliti dari fisiknya saja (kop surat) sudah tidak sesuai",0
Moms.Hati2 Yaaa.Skrg Video Porno Bisa Di Search Lewat Wa,"Dr grup sebelah
Momshati2 yaaa.skrg video porno bisa di search lewat WA
Yg android:
1. Buka Tanda emoticon smile di pengetikan teks wa
2. Buka tanda gif
3. Search di kolom pencarian disebelah pojok kiri dengan nama sex. ",0
: Nenek Sepuh Yang Butuh Donasi,"Beredar foto di medsos berikut, foto seorang ibu yang bersandar di dinding sebuah pasar, dengan prolog seolah-olah beliau butuh dibantu",0
Gereja Indonesia Di Bandung Mendukung Zionis Yahudi,"Gereja indonesia di bandung mendukung zionis yahudi.
Sementara nasrani di palestina dihajar oleh tentara israil yahudi dalam perayaan natal.
#MIRIS?",0
Warga Ngamuk Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang,"Warga Ngamuk Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang
Pertama di Indonesia Seorang Pejabat Daerah Gubernur DKI
JAKARTA IBUKOTA REPUBLIK INDONESIA di Gablak Goblokin Secara Vulgar terutama di Dunia Maya, Sosmed itu Kejam ya Seperti JKT58 tidak kalah kejamnya di Dumay maupun di dunia nyata membantai Pendukung lain yang gak sesuai dengan kemauannya Pendukung Anies yang ada selalu hanya sumpah serapah. doa-doa yang buruk.Pilih Seiman Surga tidak pilih Anis Ahli Neraka. Mungkin ini Alam sedang Bicara dan menjawabnya ! Pak Anies Tidak lagi Bersombong Ria dan Merasa Paling Hebat.
World News Makers",0
"Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air Dan Sriwijaya Tuk Ikut Aksi 212 Di Jakarta","Demi Islam Rahmatanlilalamin
 Uang Tak Lagi Berharga Bagi Kaum Muslimin.
 Jelas kan Hokker.
 Hanya bagi kaum Pecinta Dunialah.
 UANG SEGALA NYA BAGI MEREKA
 Tak Boleh Sewa Bus, Umat Islam Padang Sewa Pesawat Lion Air dan Sriwijaya tuk Ikut Aksi 212 di Jakarta",0
Klarifikasi Video Tka China Mengukur Tanah,Bagaimana kalau tiba2 di kampung anda tinggal di ukur2 oleh warga China yg tdk bisa berbahasa Indonesia?,0
Pertemuan Suku Dayak Menuntut Gubernur Kalimantan Barat Untuk Meminta Maaf,"Alhamdulillah.hasil pertemuan kepala suku Dayak se-kalimantan termasuk Sarawak,Sabah dan Brunei memutuskan bhw kericuhan di Pontianak bukan urusan suku Dayak.umat Islam adalah saudara merekapantang memusuhi umat Islam.atas perintah panglima Dayak .mereka menuntut gubernur Cornelius Kalbar utk meminta maaf secara terbuka dan turun dari jabatan gubernur.meminta kpd aparat penegak hukum utk mengusut penistaan agama tsb.jika tdk.maka HUKUM ADAT akan diberlakukan di Pontianak thdp Cornelius dan pengikutnya.demikian hasil rapat pemuka adat suku Dayak se-kalimantan",0
Klarifikasi Kementerian Luar Negeri Terkait Isu Pelarangan Anak Habib Rizieq Masuk Yaman,Semua WNA dilarang. Yang melarang mereka menyeberang perbatasan adalah Pemerintah Oman,0
Wakapolri Tidak Pernah Beri Pernyataan Terkait Pilkada Kota Makassar 2018,"Tidak ada, berita itu hoaks. Polri netral, apalagi saya.",0
Charta Politika Tidak Pernah Melakukan Survei Nasional Dengan Simulasi Jokowi - Kh. Maruf Amin Dan Prabowo Subianto - Sandiaga Uno,Adapun data / gambar mengenai hasil Survei Nasional mengatasnamakan Charta Politika yang beredar di beberapa WhatsApp Group adalah HOAX dan kami akan memproses secara hukum,0
Aplsi Bantah Harga Listrik Di Indonesia Termahal Di Dunia,"Kalau ada yang bilang listrik Indonesia lebih mahal, berarti datanya belum lengkap. Listrik kita sekitar 7 sampai 8 sen per Kwh, ujar Juru Bicara APLSI Rizal Calvary, Senin (27/8)",0
Penculikan Anak Yang Gunakan Foto Korban Perang Dan Video Pembantaian,Berikut Foto yg di ambil dari beberapa media pasar gelap di negara cina sana yang merupakan sumber pasar gelap organ tubuh yang menjadi incaran adalah anak-anak karena di nilai organ tubuh anak adalah yang paling segar dan sehat karena dalam masa pertumbuhan dan tidak tercerma seperti rokok dan bahan kimia lain sehingga harga jual menjadi sangat tinggi untuk organ tubuh anak-anak setelah organ tubuh di ambil mayat mereka akan menjadi sampah atau di beri makan hewan peliharaan seperti buaya atau makanan kebun binatang yang ada di negara cina sana.,0
"Nezar Patria Adalah Kader Pki, Ikut Rapat Setiap Malam Di Istana Setelah Jam 8 Malam, Demikian Tuduhan Dari Alfian Tandjung","Nezar Patria adalah Kader PKI, Ikut Rapat Setiap Malam di Istana Setelah Jam 8 Malam, Demikian Tuduhan dari Alfian Tandjung",0
Menkominfo: Bssn Tidak Tangani `Hoax`,"Kalau hoax masuk masalah konten. Jadi tugas BSSN tidak terkait hoax,",0
"Bksda Klarifikasi Soal Penampakan Harimau Sumatra Di Agam, Sumatra Barat","Kepala BKSDA Sumbar Erly Sukrismanto mengungkapkan, berdasarkan tinjauan tim di lapangan ternyata harimau hanya menampakkan diri tanpa melukai hewan ternak, seperti yang sempat dilaporkan warga. Jadi, warga melihat dua ekor harimau jalan-jalan dari kejauhan. Tapi tidak ganggu apapun, tidak ngamuk dan melukai kerbau, terang Erly.",0
East-West Center: Fighting Disinformation On The Frontlines Webinar,"It is imperative that societies have access to accurate information in critical moments such as the COVID-19 pandemic. Disinformation can have life and death consequences. At the same time, there is growing distrust in health experts and scientific data. Hear from diverse experts in the U.S. and Asia Pacific engaged in combating disinformation on the front lines through international and community fact-checking networks, social media platforms, and news literacy education",0
"Klarifikasi Pemerintah Daerah Raja Ampat Terkait Isu Gizi Buruk Di Kampung Saporkren, Distrik Waigeo Selatan","Bukan menderita gizi buruk tetapi menderita penyakit paru, dan sudah ditangani sejak 2013 hingga 2016 oleh perawat dari Puskesmas Saonek,",0
Bbc News Menggunakan Foto Irak Untuk Menggambarkan Pembantaian Suriah,BBC News uses Iraq photo to illustrate Syrian massacre,0
Klarifikasi Kemendagri Perihal Pembahasan Ruu Masyarakat Adat,"Jadi belum merupakan suatu keputusan. Itu semuanya atas dasar pembahasan
 dengan enam kementerian dan lembaga. Jadi itu sebagai laporan. namun 
pada hakikatnya Mendagri dan jajarannya adalah tetap akan melaksanakan 
dan juga mendukung, menindaklanjuti pembahasan kaitannya masyarakat 
hukum adat,",0
Membumikan Bikini Di Tempat Umum Dengan Selfie,"Btw. Inilah Revolusi Mental Pancasila ala Jokowi, membumikan bikini di tempat umum dengan selfie. For woman, just use bra & panties is OK OK aja dan bisa selfie with Mr President. Aku cuma mau kasih tau inilah Icon Negara Kamu! Bukan OWI namanya klo tidak begitu, yang jadi aurat agama harus di lawan, pesta kawinin anak dibulan Asyura-Arbain, agama nyuruh tutup aurat doi proklamirkam anti Tuhan dengan selfienya. Ya inilah junjungan Islam NUsantara dan Syiah Imam 9 Naga ?",0
Halaman Surat Kabar Berbahasa Arab Memprotes Sikap Pemerintah Indonesia Karena Dianggap Kurang Memiliki Tata Krama Terhadap Raja Salman,"Dengan bantuan google translate dari Chrome Browser, dapat diketahui bahwa isi surat kabar tersebut sama sekali tidak membahas tentang apa yang diklaim oleh kedua akun di atas.",0
Kepolisian Ntb Bantah Adanya Kabar Perampokan Di Kopang Pasca Gempa Lombok,Dibunuh salah seorang perampok di kopang berdekatan dengan polsek,0
"Warga Kabupaten Lombok Utara Diisukan Meminum Air Dari Got, Babinsa Berikan Tanggapan","Kepala Desa Kelanjuhan Prigi, Sahdan : Saya sangat sayangkan berita tersebut beredar dan saya tegaskan kepada masyarakat berita itu tidak benar. Mana ada warga di Desa Gumantar minum air got. Air yang mengalir di irigasi saja besar sekali dan juga bersih, itu datang dari Gumantar ngalirnya,",0
Klarifikasi Pt Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,"Dapat kami sampaikan klarifikasi bahwa konstruksi yang runtuh adalah overpass akses Jalan Tumaluntung yang melintas di atas lokasi rencana Jalan Tol Manado-Bitung (underpass),",0
"Klarifikasi Rebecca, Wanita Yang Dituding Tembak Razan Al-Najjar","Tapi sekali lagi, bukan dia yang membunuh Razan",0
Makam Tuhan Yesus Kristus Sedang Dibuka Untuk Pertamakalinya,"Makam Tuhan Yesus Kristus sedang dibuka untuk pertamakalinya. Ini terjadi diYerusalem ketika mereka meluncurkan marmer makam Tuhan Yesus suara Sangkakala terdengar dan awan membentuk lingkaran. Puji Tuhan fenomena yang tidak dapat dijelaskan terjadi hari ini di Israel.
 Like Pelik Tapi Benar",0
Wna Pendiri Organisasi Masyarakat Fbi,"Isu yang beredar di media sosial ialah Forum Bhayangkara Indonesia didirikan oleh warga negara asing (WNA). Adapun, isu tersebut dikaitkan dengan penandatanganan Peraturan Pemerintah (PP) Nomor 59 Tahun 2016 tentang Organisasi Kemasyarakatan Yang Didirikan Oleh Warga Negara Asing pada 2 Desember 2016 oleh Presiden Joko Widodo.",0
Benarkah Menteri Susi Sediakan 20 Bus Untuk Aksi 411 Atau 212?,"Tirto langsung menghubungi Susi dan bertanya benarkah ia menyewakan bus 
untuk rombongan peserta Aksi 212 atau 411 dari Ciamis atau Pangandaran. 
Jawaban Susi singkat dan jelas: Tidak.",0
"Hoaks Pil Mandul, Biang Keladi Perang Antaragama Di Sri Lanka","Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",0
Tidak Ada Pesawat Yang Tenggelam Seperti Terlihat Di Google Maps,"Pesawat Mh370 ,Yang Hilang dari tahun 2014",0
Kementerian Pupr Beri Penjelasan Mengenai Isu Rumah Subsidi Sudah Habis,"Kalau selama ini sering dituliskan bahwa bantuan perumahan atau subsidi habis, sebetulnya tidak demikian. Kita lihat, FLPP itu capaian kinerjanya saat ini masih sekitar 70 persen. Jadi masih ada sekitar 30 persen yang kita bisa proses. Kalau diproses dan disetujui semua, maka SSB kinerjanya sekitar 60 persen. Berharap Agustus ini capaian itu bisa tercapai",0
Sekte Kristen Meniru Islam,INNALILLAHI WAINNA LILLAHI ROZIUN. Hati-hati jumpa dengan jodoh penganut ini! Akhwat berjilbab dalam gereja Islamkah? Bukan ini kristen orthodoks Suriah yang ada di Indonesia.,0
Kpk Bantah Terima Tiket Gratis Asian Games Dari Erick Tohir,"Wakil Ketua Komisi Pemberantasan Korupsi (KPK), Saut Situmorang membantah institusinya menerima tiket gratis Asian Games 2018 dari Ketua Indonesia Asian Games 2018 Organizing Committee (INASGOC), Erick Thohir.",0
: Bbksda Jatim Mengklarifikasi Bahwa Wisata Alam Kawah Ijen Masih Dibuka,"Menyusul beredarnya surat edaran rencana penutupan Kawah Ijen, Balai Besar KSDA Jawa Timur langsung menerbitkan surat edaran susulan. Kawah Ijen tetap buka.",0
Sms Yang Bertuliskan Coblos Khofifah-Emil For Amien Rais Presiden 2019!,Demi Amien Rais presiden 2019 coblos Khofifah-Emil,0
Pki Sudah Dilatih Pegang Senjata Fpi Kpan?,"PKI sudah dilatih pegang senjata FPI kpan? ayok kita bangkit, kita tunggu apa lgi, tunggu ulama di bunuh, tunggu jendral kita di masukin ke lubang buaya lgi?",0
Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,Bahaya Makan Rambutan Sambil Minum Teh Manis Sebabkan Penyumbatan Saluran Pernapasan,0
Luhut Melarang Anies Merombak Pejabat Dki,Punya kewenangan apa si mantan jendral yang sengak ini ?,0
"Punya Pistol Fn Saja Sudah Berani Begini Kepada Tni, .","Punya Pistol FN saja sudah berani begini kepada TNI, apa lagi sudah punya RPG, senjata anti tank, bisa2 Polisi melakukan kudeta.",0
"Tidak Ada Sekber Ormas Dan Okp Untuk Capres Dan Cawapres, Jokowi Dengan Tito","Telah beredar SEKBER ORMAS DAN OKP dalam persiapan Capres dan Cawapres 2019-2024 Presiden Joko Widodo dengan Kapolri Jenderal Pol. Prof. H. Muhammad Karnavian, Ph. D, (Kawan Tito) adalah TIDAK BENAR / HOAX BE SMART NETIZEN YAA MITRA HUMAS ,",0
Sriwijaya Air Group Bantah Setop Operasi,"Informasi setop operasi itu tidak benar. Hingga saat ini Sriwijaya Air dan NAM Air masih beroperasi melayani pelanggan dan reservasi pun masih tetap kami buka,",0
"Klarifikasi Uin Sunan Kalijaga Dan Uii Terkait Status Dosen Taw, Pelaku Penyebaran Hoaks Anggota Mca","Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA",0
Ahoker Dan Jokwer Akan Marah Besar Jika Di Katakan Pki Bangkit Lagi,"Ahoker dan Jokwer akan marah besar jika di katakan PKI bangkit lagi!
 Wahai saudaraku Mari kita waspada!",0
: Tim Sari Roti Sombong Menanggapi Isu Boikot,"Produk ROTI kan banyak di jual di minimarket, pasarnya juga menengah ke atas. Sudah dikenal orang banyak, jadi saya pikir tidak berpengaruh yah",0
Cara Cerdas Mencegah Penyebaran Hoax Di Media Sosial,Cara Cerdas Mencegah Penyebaran Hoax di Media Sosial,0
"Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu","Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu",0
Jangan Tinggalkan Barang Berharga Di Mobil,"Hati2 alat ini sdh bisa di beli di Malaysia dan Indonesia.
 Jangan taruh barang berharga dalam mobil. Pintu mobil bisa di buka dng alat ini.",0
Bmkg: Informasi Lipi Soal Gempa Jawa Dipelintir,"Lempeng Jawa Terus Bergerak, LIPI Ingatkan Potensi Gempa",0
"Mafindo Jombang: The Fact Talk Sakit, Tapi Takut Ke Layanan Kesehatan? Takut Kena Covid-19?",Simak di :,0
": Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak Yang Mendukung Lgbt","Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak yang Mendukung LGBT",0
Bijaksana Memilih Sumber Berita Online,bijaksana memilih sumber berita online,0
Mengecek Kebenaran Klaim Yusril Soal 500 Gereja Yang Ditutup Di London,Mengecek Kebenaran Klaim Yusril soal 500 Gereja yang Ditutup di London,0
Indonesian Group Gears Up To Battle Fake News During Polls,Kelompok Indonesia bersiap menghadapi berita palsu selama pemilihan,0
Kemenhub Beri Klarifikasi Atas Kabar Yang Menyebutkan Ada 2 Pegawai Ditahan Usai Kebakaran Di Gedung Kemenhub,Hanya prosedur terkait dengan kepolisian itu yang terjadi. Jadi dua kawan ini dimintai keterangan,0
"Dianggap Lecehkan Guru, Iklan Hago Diprotes","Jadi, itukah yang diinginkan oleh pemerintah kita dalam pembentukan karakter anak-anak kita di sekolah? Sudah di rumahnya sulit dikontrol oleh orangtuanya, ehh  di sekolah sekarang malah didukung bermain games online dan akan masuk kurikulum.",0
Dugaan Pelanggaran Pemilu Di Acara Singkawang Bersholawat,Cek video pertama.,0
Kerjasama Dengan Tiongkok Membuat Rel Kereta Cepat Di Uni Emirat Arab Dapat Hadiah Jutaan Pil Ekstasi,Kerjasama dengan Tiongkok membuat rel kereta cepat di Uni Emirat Arab dapat hadiah jutaan pil Ekstasi,0
Duterte Ancam Tembak Pengusaha Cina Yang Nekad Bikin Proyek Reklamasi,"DUTERTE ANCAM TEMBAK PENGUSAHA CINA YANG NEKAD BIKIN PROYEK REKLAMASI
 Mereka tidak bisa seenaknya berbuat di sini (Filipina). Meskipun mereka punya uang yang banyak. Lebih baik bagi saya menembak kepala pengusaha itu, dari pada harus mengkhianati kepercayaan rakyat, ujar Duterte dilansir media setempat! > Ini di Philipina
 PROTES REKLAMASI ! KALIAN YANG DI TEMBAK > KALAU INI DI INDONESIA !",0
Ikatan Jurnalis Tv Indonesia Melawan Hoax,"Pernyataan Sikap bersama Jurnalis Ikatan Jurnalis Televisi Indonesia (IJTI), Pemerintah, Dewan Pers, KPI, Polri, TNI dan Masyarakat, terkait informasi bohong (HOAX). Deklarasi anti Hoax ini dibacakan dalam kegiatan Kongres ke V dan Simposium Nasional IJTI",0
Pertamina Dan Pemerintah Kalrifikasi Isu Bbm Naik Malam Ini,Beredar isu di media sosial secara berantai tentang rencana kenaikan harga bahan bakar minyak (BBM) cukup meresahkan masyarakat.,0
Lippo Group Tetap Gaji Para Marketing Meikarta Dan Menjaga Invenstornya,"Enggak bener lah. Viral begitu banyak. Itu kita sangat menyesalkan viral begitu, tapi kita enggak ada lah. Mana ada. Kalau seseorang punya hal digaji tapi enggak digaji itu kan sesuatu masalah besar. Enggak bener secara prinsip. Nggak benar begitu",0
Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #Orangpintarkenahoax,Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax,0
"Klarifikasi Pihak Keraton Yogyakarta Terkait Isu Pemasangan Pohon Natal Di Masjid Gedhe Kauman, Yogyakarta","Salah satu fungsi online presence @kratonjogja adalah mencegah kekosongan informasi diisi oleh misinformasi, apalagi disinformasi. Itu pohon-pohon tiap tahun dibuat dalam rangka peringatan Isra Miraj yes,",0
Kak Seto Tidak Mengisi Acara Di Sampoerna Academy,"Atas pertanyaan masyarakat kepada Lembaga Perlindungan Anak Indonesia (LPAI) beberapa hari yang lalu tentang sebaran Whatsapp berisikan kabar Kak Seto akan mengisi acara di Sampoerna Academy, pihak LPAI memberikan klarifikasi.",0
Merawat Pesan Toleransi Dari Gus Dur,Pa setelah kau pergi/Baru aku mengerti Selama ini kau berusaha mengajari kami Hidup harus disyukuri/Apapun yang diberi Engkaulah yang mengajarkan/ Hidup adalah pilihan Dan pilihan adalah kekuatan . ,0
