tanggal,judul,narasi,label
13-Jul-17,Proyek Tol Semarang-Batang Robohkan 164 Masjid,Proyek Tol Semarang-Batang Robohkan 164 Masjid,0
12-May-17,: Klaim Azzam Mujahid Izzulhaq : Masing-Masing Negara Hampir Seluruhnya Memiliki Pasal Penistaan Agama/Religious Blasphemy,"Salah satu alumni gerakan aksi damai 212, Azzam Mujahid Izzulhaq mengklaim bahwa masing-masing negara hampir seluruhnya memiliki pasal mengenai penistaan agama / religious blasphemy . dirinya juga turut memberikan contoh kasus di Perancis, Yaitu kasus Walikota Perancis, Robert Menard, di bulan Desember 2016.",1
15-Nov-17,Pelemparan Al-Quran Di Mako Brimob,SEDANG VIRAL OKNUM BRIMOB DAN SALAH SEORANG SIPIR DENSUS MELEMPAR AL-QURAN DAN JUGA KITAB-KITAB HADIST,1
16-Aug-20,"Adeku Di Tilang Di Toko Samarinda Central Plaza, Bayar 250K Gara2 Masker Di Dagu","Adeku di tilang di toko, bayar 250k gara2 masker di dagu.parah heh wkk",1
04-Agu-18,Makin Parah Pesawat Kepresidenan Dijual?,PESAWAT KEPRESIDENAN DIJUAL? PENJUALAN PESAWAT UNTUK EFISIENSI ANGGARAN,1
23-Jan-20,Video Pohon Bisa Di Terbang Keajaiban Kekuasaan Allah Di Arab Saudi,#Subhanallah Pohon Bisa Di Terbang Keajaiban Kekuasaan Allah Di Arab Saudi,1
5-Feb-18,Brantas Kebeutalan Secara Dini,#Brantas_Kebeutalan_Secara_Dini Anak2 #Brengsek berhati iblis Tolong viralkan Agar sampai ke orang tua yg anaknya jadi korban Dan dilaporkan ke Polisi Kepala Sekolah ybs diharapkan mengambil tindakan tegas Keluarkan anak2 jahanam ini dari sekolah ybs Dan sekolah2 lain jangan menerima anak2 rusak ini,0
19-Sep-18,Kemenkeu Tidak Memblokir Rekening Ruben Ps Marvey Yang Berisikan Dana Bantuan Pembangunan Papua,"Ratna Sarumpaet menuding pemerintah telah melakukan pemblokiran terhadap rekening salah seorang warga asal Papua. Tudingan itu berasal dari laporan Ruben PS Marey yang mendatangi Ratna Sarumpaet Crisis Center (RSCC). Ruben mengaku simpanan dana dari World Bank sebesar Rp23,9 triliun untuk pembangunan Papua yang tersimpan di rekening pribadinya sejak 2016 telah hilang.",0
19-Jul-18,Pesawat Citilink Qg 801 Rute Semarang-Surabaya Tidak Hilang,Manajemen Citilink Indonesia memastikan keselamatan dan keamanan setiap penerbangan,0
11-Oct-16,Harga Daging Lebih Murah Di Singapura Daripada Dki Jakarta,"Singapura yang tidak punya peternakan sapi, harga daging sapinya lebih murah daripada di Jakarta. Konyol enggak tuh. Memang perlu gubernur yang lebih mengerti, kata Sandiaga di UMJ, Tangerang Selatan, Selasa.",0
17-Mar-18,"Buat Video Yang Sudutkan Bank Bri, Pegawai Bawaslu Dki Minta Maaf","Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf",0
17-Feb-18,Sebar Kabar Palsu Pakai Nama Muhammadiyah,Sebar Kabar Palsu Pakai Nama Muhammadiyah,0
4-Jan-20,"Sri Sultan Hamengku Buwono X Katakan Cina Dan Keturunannya Tidak Pantas Jadi Pemimpin Di Bumi Nusantara Dan Fakta Sejarah, Tionghoa Adalah Satu-Satunya Penghianat Nkri","SRI SULTAN HAMENGKUBUWONO : MAAF BUKAN SARA, TAPI CINA DAN KETURUNANNYA TIDAK PANTAS JADI PEMIMPIN DI BUMI NUSANTARA. FAKTA SEJARAH, TIONGHOA ADALAH SATU-SATUNYA PENGHIANAT NEGARA KESATUAN REPUBLIK INDONESIA (NKRI),",1
9-Feb-16,"Pembangunan Jembatan Kolelet Di Lebak, Banten","Apakah ini hoax, mohon informasinya?",1
9-Jan-17,Surat Terbuka Km Itb,"Beredar surat terbuka dengan judul Pemerintah: Berhenti Serampangan Kelola negara! mengatasnamakan Keluarga Mahasiswa ITB. Surat tersebut mengkritisi kebijakan Presiden Republik Indonesia Joko Widodo. Ada lima poin yang dikritisi dalam surat terbuka tersebut, yakni mengenai kenaikan bahan bakar minyak (BBM), mengenai pencabutan subsidi listrik 900VA, mengenai masa depan hilirisasi minerbapaska rencana perubahan keempat PP 23/2010, mengenai kenaikan harga STNK, TNBK, dan BPKB, dan terakhir mengenai kerukunan nasional dan konflik horisontal di masyarakat.",0
01-Okt-18,Penjelasan Airnav Indonesia Terkait Kabar Mengenai Kondisi Bandara Sis Al-Jufrie Di Palu Yang Tidak Kondusif,"Dikarenakan kondisi di palu sudah tidak kondusif, para warga yang ingin keluar dari palu sudah masuk sampai ke landasan pesawat, pesawat dari palu tertahan, pesawat yg akan ke palu juga tidak bisa landing",0
27-Agu-18,Rajin Makan Wortel Dapat Menyembuhkan Mata Minus ?,Rajin Makan Wortel Dapat Menyembuhkan Mata Minus ?,0
10-Agu-18,Penambahan Nyari Duit Amplop Hasil Ceramah Di Berita Mengenai Ustadz Abdul Somad,Kepalang gila X nie orang.,1
6-Jun-18,Kapolres Gresik Tak Pernah Minta Thr Kepada Masyarakat Dan Perusahaan Di Gresik,"Tadi siang hari Selasa tanggal 5 Juni 2018 anggota Sekber DPC SPSB Kabupaten Gresik yang ditelpon seseorang. Dalam komunikasi itu intinya oknum tersebut mengaku sebagai Kapolres Gresik dan meminta THR. Untungnya anggota serikat pekerja itu langsung klarifikasi ke saya. Dan saya jelaskan bahwa tidak ada permintaan THR,",0
10-Okt-18,: Penyerang Masjid Quwwatul Dari Partai Pdip,: PENYERANG MASJID QUWWATUL DARI PARTAI PDIP,0
17-Mar-20,Mahasiswa Uny Positif Corona,Mbak sampaikannke klas _ kelompok putra .sementara kita steril kampus.mlathn mandiri satu minggu Ini virus Corona sudah masuk UNY 1 orang positif. Hati hati.jangan jabat tangan.jangan cipika cipiki A sapak/ Mbak,1
4-May-18,Gunung Gonggang Di Sagaranten Sukabumi Dikabarkan Akan Meletus,"Muncul isu Gunung Gonggang, yang berada di antara Kecamatan Sagaranten dan Purabaya, disebut akan meletus. Isu tersebut merebak di kalangan masyarakat, khususnya di wilayah Kecamatan Sagaranten dan Purabaya. Badan Meterorologi Klimatologi dan Geofisika (BMKG) memastikan isu tersebut hoax atau berita bohong.",0
6-Feb-17,Sertifikasi Khatib Dengan Persyaratan Dan Nominal Penghasilan,Info Sertifikasi Khatib,1
6-Jul-18,"Viral Dua Anak Ditolak Daftar Smp Di Medan Karena Tak Miliki Kk, Pihak Sekolah Beri Tanggapan","VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN",0
23-Jul-20,Wanita Bercadar Di Palestina Sibuk Berperang Sedangkan Wanita Bercadar Di Indonesia Sibuk Selfie,Wanita bercadar di palestina sibuk berperang sedangkan wanita bercadar di indonesia sibuk selfie dengan caption Istiqomah tanpa batas Astaghfirullah,1
11-Jun-20,"Artikel Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, Ini Faktanya","Ternyata Cium Janda 1 Menit Dapat Perpanjang Umur 1 Tahun, ini Faktanya.",1
28-Nov-19,This Baby Ate The Mothers Bowel,"The baby spend 11 month in the mothers belly After the mothers bowel eaten by the baby, doctor operate the mother to extract the baby When the baby came out, the baby bite the nurses hand After 3 hours the Nurse died, the Babys MOTHER died after the baby came out The baby born with 8 kilogram weight, after 3 hours grown heavier to 13 kilogram The baby is born in fridau, its unknown what God gave to warn us all The baby is killed after, the baby died after the doctor gave death injection 17 times This story really happen in India Only God knows",1
13-Sep-18,"Warga Malang Dihebohkan Soal Penemuan Alat Kejut Yang Dianggap Bom, Kepolisian Beri Penjelasan","Kasatreskrim Polres Batu AKP, Anton Widodo : Dikiranya bom karena benda itu ada kabel-kabelnya. Tapi memang itu bukan bom. Seperti alat getar pelangsung seperti itu,",0
25-Jan-17,Uang Jaman Ir.Soekarno Bertuliskan Lafadz Allah,Buat kalian yang suka bicara ini indonesia bukan arab. Buat kalian yang suka bicara jadilah islam indonesia bukan islam arab. Buat kalian yang anti arab. Uang jaman Ir.Soekarno bertuliskan lafadz ALLAH dan bertuliskan bahasa Arab. Berarti dari jaman dulu Indonesia Islam dan arab tidak bisa dipisahkan dari bumi NKRI.diIbaratkan Indonesia dan Arab bagaikan warna merah dan putih yg bersatu menjadi DWI TUNGGAL.dan melebur dalam satu ikatan NKRI.,0
21-Agu-18,: Anies Baswedan Tak Menghadiri Opening Ceremony Asian Games 2018,: Anies Baswedan Tak menghadiri Opening Ceremony Asian Games 2018,1
05-Okt-18,Gempa Palu Bukan Penyebab Erupsi Gunung Soputan,"Pusat Vulkanologi Dan Mitigasi Bencana Geologi (PVMBG), Badan Geologi, Kementerian Energi Dan Sumber Daya Mineral (ESDM) menegaskan bahwa peningkatan aktivitas vulkanik Gunung Soputan di Sulawesi Utara bukan akibat gempa bumi di Palu.",0
20-Jul-20,"Dahsyatnya Fitnah Corona, Ketakutan Para Elit Global Akan Kebangkitan Umat Islam",Dahsyatnya Fitnah Corona,1
29-Jul-20,Rekrutmen Pegawai Di Puskesmas Wates,INFO LOWONGAN KERJA PUSKESMAS WATES,1
27-Dec-17,Membumikan Bikini Di Tempat Umum Dengan Selfie,"Btw. Inilah Revolusi Mental Pancasila ala Jokowi, membumikan bikini di tempat umum dengan selfie. For woman, just use bra & panties is OK OK aja dan bisa selfie with Mr President. Aku cuma mau kasih tau inilah Icon Negara Kamu! Bukan OWI namanya klo tidak begitu, yang jadi aurat agama harus di lawan, pesta kawinin anak dibulan Asyura-Arbain, agama nyuruh tutup aurat doi proklamirkam anti Tuhan dengan selfienya. Ya inilah junjungan Islam NUsantara dan Syiah Imam 9 Naga ?",0
21-Dec-19,"Ini Sumbernya Din Syamsudin, Presiden Joko Widodo Menolak Menemui Ulama Dari Uzbekistan Dan Xinjiang, Cina","Delegasi muslim Uighur datang diantar oleh Din Syamsudin, sudah datang di depan Istana mau ketemu presiden, (tapi) ditolak presiden,",1
23-Dec-17,"Donald Trump Jalin Kerjasama Dengan Hary Tanoe, Mnc Group Akan Jadi Alat Propaganda Islam","? Donald Trump Jalin Kerjasama dengan Hary Tanoe, MNC Group Akan Jadi Alat Propaganda Islam",0
22-May-20,Foto Fbi Menangkap Bill Gates Karena Terorisme Biologis,FBI Arrests Bill Gates For Biological Terrorism After Tip Off From Melbourne 5G Protestors atau yang jika diterjemahkan FBI Menangkap Bill Gates Karena Terorisme Biologis Setelah Memberi Tip Dari Melbourne 5G Protestor,1
17-Feb-19,"Waspada, Indikasi Nyata Pki Mulai Bangkit","Info & Mohon Kroscek ke yg ada akses ke TKP! Dan Waspada, indikasi nyata PKI mulai bangkit.",1
22-May-19,Tol Jakarta - Cikampek Ambruk,"Maaff buat temen temen arah jakarta cikampek macet totoljalan tol ambruk,",1
28-Jul-18,Lowongan Rumah Sakit Universitas Indonesia,RUMAH SAKIT UNIVERSITAS INDONESIA,1
27-Feb-17,Putri Raja Salman Yang Cantik,PUTRI RAJA SALMAN YANG CANTIK Entah nanti kalau putri Raja Arab ini ikut ke Indonesia mengenakan Hijab atau tidak? Kalau nekat tidak mengenakan Hijab apa Habib Rizieq mau menjemputnya? Cuma nanya doang. Salam Dung Dung Pret!,1
18-May-19,Klarifikasi #Sosdrjohnsimpsonforindonesia,Cek tangkapan layar,0
21-Sep-18,Nasi Kotak Plus 2 Ayam Dan Rendang,Nasi Kotak Plus 2 Ayam dan Rendang mungkin bisa nambah gairah PANASBUNG CEBI ! hua hua hua ha ha ha.,1
29-Oct-17,"Yang Nangkap Polisi Kamboja, Yang Ribut Netizen Indonesia","Yang Nangkap Polisi Kamboja, yang Ribut Netizen Indonesia",0
17-Feb-18,Yang Berminat Menjadi Anggota Pki Silahkan Daftarkan Diri Anda,Yang berminat menjadi anggota PKI silahkan daftarkan diri anda saat ini jumlah anggota PKI sudah sampai 30.000.000 anggota,0
16-May-17,Akun Nicholas Sean Tjahaja Purnama  Merupakan Akun Palsu,"Saya hanya punya akun facebook (mungkin salah sebut, karena sepertinya Sean punya instagram account @nachoseann yang difollow oleh akun resmi Veronica Tan) dan Skype.",1
15-Jan-18,Zuckerberg Ungkap Facebook Segera Dirombak,"Dalam setahun terakhir, Facebook dikritik tajam karena dianggap sebagai tempat penyebaran informasi palsu atau hoax yang membuat pengguna terpecah belah. Selain itu beberapa mantan eksekutif Facebook juga mengkritik bahwa media sosial ini tidak bermanfaat.",0
10-Jul-16,Menteri Energi Jepang Membungkuk Selama 20 Menit Sebagai Bentuk Permintaan Maaf,"MENTERI ENERGI JEPANG MEMBUNGKUK SELAMA 20 MENIT, SBGAI PERMINTAAN MAAF KPD RAKYAT KRN LISTRIK PADAM SLM 20 MNT pic.twitter.com/djvz1Xg2K9 00.43 2 Jul 2016",1
22-Oct-19,"Prabowo: Saya Terima Jabatan Menteri Pertahan, Dengan Syarat Pemerintah Pulangkan Hrs","Saya sudah sampaikan keputusan kami dari Gerindra apabila diminta kami siap membantu dan hari ini resmi diminta, dengan syarat Habib Rizieq dipulangkan ke tanah air tanpa syarat, tanpa ada hukum yang mengikatnya, semua ini demi kebaikan NKRI khusunya umat islam yang memang dimana sudah merindukan beliau, ujar Prabowo saat ditanyai wartawan.",1
30-May-20,Usia 50 Ke Atas Dilarang Masuk Mal Hingga Makan Di Kafe Pada Fase New Normal,Pembatasan untuk orang berusia 50 tahun ke atas di era new normal: A. Dilarang masuk mal atau ke pasar. B. Dilarang makan di restoran atau kafe,1
10-Jan-17,Tanggapan Polri Terkait Isu Sipil Papua Bersenjata Yang Ingin Menyatakan Perang,Kira-kira kalau mereka agamanya Islam akan dicap sebagai apa? Semoga Indonesia tetap utuh tak ter bercerai-berai.,1
14-Sep-18,Foto Bibir Miring Prabowo Petanda Stroke Ringan,Kbanyakan orang yang kalau bibir nya sudah miring sbelah arti nya sudah masuk STROK RINGAN,1
13-Jul-16,: Hati -Hati Panggilan Telpon Nomor Tidak Dikenal !,Hati -hati Panggilan Telpon Nomor Tidak Dikenal !,1
28-Jun-19,"Di Jepang  Plonga-Plongo Sendiri, Gak Ada Yang Kasih Ucapan Selamat. Katanya Sih Udah Menang","nasib jadi presiden hasil dimenangkan ya begini. di negeri sendiri dibenci rakyat nya, di negara lain di asing kan. semua akan melongo pada waktu nya.",1
14-May-20,Foto Sudjiatmi Disiksa Di Alam Barzakh,"SUDJIATMI DISIKSA DI ALAM BARZAKH Hj. Sudjiatmi ( Ibu Presiden Jokowi) Tersiksa di alam kubur secara sadis, secara brutal dan sangat kejam. Tanpa ampunan. Disaat tgl. 25 april 2020 bulan lalu Jenazah H. Sudjiatmi di semayamkan ke alam kubur, entah tiba2 hanya seorang yang belum beranjak dari makamnya. Beliau ternyata Presiden Joko Widodo.",1
31-Agu-18,Ketua Inasgoc Bantah Indonesia Bermain Curang Pada Cabang Pencak Silat Asian Games 2018,"Atas tudingan bahwa Indonesia bermain curang pada cabang Pencak Silat di ASIAN Games 2018 dengan menggunakan wasit dan juri, Panitia Penyelenggara ASIAN Games 2018 (INASGOC) angkat bicara.",0
21-Mar-20,"Gara-Gara Virus Corona, Tka China Digaji 200 Juta Per Tahun","Gara2 Corona, kita jadi tahu bahwa buruh China digaji 200 Juta per tahun. Itu artinya digaji 16,67juta/bulan dan bebas pajak pula, sementara buruh pribumi hanya UMR dan dipotong pajak. .",1
16-Feb-17,: Rekruitmen Pt. Angkasapura Airport,DI BUKA LOWONGAN PEKERJAAN PT.ANGKASA PURA AIRPORT,1
29-Jul-20,Foto Petinggi Kepolisian Mengizinkan Demo Neo Pki,Demo Neo PKI hari ini udah dapat ijin dari Buntelan kentut maaf ralat Dari Petinggi Kepolisian Tinggal tunggu gendering perang ditabuh aja,1
1-Jun-20,Another Simpson Prediction That Became A Reality ! #Theyknew,another Simpson prediction that became a reality! #TheyKnew,1
14-Sep-18,Revisi Deskripsi Foto Di Berita Tempo Rumah Tahan Gempa Rp 15 Juta Mulai Berdiri Di Lombok Utara,Tempo bertahan dengan berita hoax untuk menyanjung junjungannya.,0
26-Mar-20,Lipi Ungkap Teori Virus Corona Covid-19 Bukan Senjata Biologi,"Peneliti bidang mikrobiologi LIPI Sugiyono Saputra mengatakan virus SARS-CoV-2 tidak memiliki kesamaan gen dengan virus corona lain seperti flu, MERS hingga SARS 2002.",0
21-May-20,Koreksi Post Empat Ton Telur Bansos Pemprov Jabar Membusuk,Berkaitan juga dengan koreksi sebelumnya di: [BERITA] Perkembangan Informasi Empat Ton Telur Bansos Pemprov Jabar Membusuk di Gudang Penyimpanan Bulog Garut https://bit.ly/2WWv877 Tim Redaksi dan Pemeriksa Fakta MAFINDO memohon maaf atas ketidaknyamanan yang ditimbulkan. Selengkapnya di bagian PENJELASAN dan REFERENSI.,0
24-Sep-17,Pki Sudah Dilatih Pegang Senjata Fpi Kpan?,"PKI sudah dilatih pegang senjata FPI kpan? ayok kita bangkit, kita tunggu apa lgi, tunggu ulama di bunuh, tunggu jendral kita di masukin ke lubang buaya lgi?",0
20-Mar-18,Gambar Masjid Pertama Di Atas Kapal Induk,Saya bersumpah akan bagikan masjid pertama diatas kapal ini. Udah janji ayo tepati! siapa yg bagikan n menulis aamiin semoga besok pagi berlimpah rezekinya aamiin.,1
24-Jul-19,Bukalapak Dan Act Memberikan Klarifikasi Atas Isu Menyokong Kelompok Radikal,Informasi itu tidak benar dan dapat menyesatkan masyarakat,1
18-Agu-18,Bnpb Kecewa Ada Yang Sebar Hoax Bantuan Gempa Lombok,"Kepala Pusat Data, Informasi, dan Humas BNPB Sutopo Purwo Nugroho kecewa soal penyebaran bantuan untuk korban gempa Lombok yang diwarnai berita bohong (hoax).",0
7-Feb-18,Kepolisian Mesuji Tertangkap Basah Tengah Melakukan Pungli,Kepada pak presiden Indonesia Pak Joko Widodo (jokowi) Kepolisian daerah mesuji semakin ganas dgn menangkap mobil2 dan meminta uang sbsar 200000 rupiah secara paksa baru di beri jalan lancar. Mohon diselesaikan pak atas pungli kepolisian mesuji lampung. Tolong bantu bagikan agar pak presiden indonesia kta tau bagaimana polisi di jalan selalu pungli,1
7-Jan-18,Kak Seto Marah Dengan Film Naura,Ka seto MARAH dg film Naura. Pertanda iman melekat dlm jiwa Beliau Yg cuex agamanya di lecehkan jangan2 hidungnya pesex.,0
5-Aug-20,Gambar Perjuangan Fpi Tahun 1940 Melawan Penjajah Dari Belanda,Perjuangan FPI tahun 1940 melawan penjajah dari Belanda. Subhanallah,1
31-Dec-19,Deddy Corbuzier Berikan Mobil Untuk Shinta Nuriyah,"Allahumma sholli ala syayyidina Muhammad. Jantung berdetak keras. Bersyukur terasa terenyuh. Mualaf Deddy Corbuzier memberi hadiah mobil kepada Nyai Sinta Nuriyah Wahid. Terenyuh karena 2 hal. Pertama, hadiah diberikan dalam momentum Hari Ibu, 22 Desember 2019. Kedua, mobil yang dihadiahkan kompatibel bagi kondisi Nyai Sinta Nuriyah Wahid.",1
10-Mar-18,"Hoaks Pil Mandul, Biang Keladi Perang Antaragama Di Sri Lanka","Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",0
29-May-17,Pemaknaan Uud1945 Pasal 30 Sebagai Dasar Hukum Warga Negara Andil Dalam Keamanan Negara,UUD 1945 pasal 30 diklaim sebagai dasar hukum bagi warga negara untuk turut terlibat menjaga keamanan negara.,0
7-Jan-17,Hoax Untuk Memuji Jokowi Akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik Dari Media Bloomberg,Hoax Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik dari Media Bloomberg,0
4-Jul-18,Pemkab Kotim Dan Pihak Rsud Dr Murjani Sampit Bantah Rumah Sakitnya Turun Kelas,"Jadi, tidak ada turun kelas.",0
01-Okt-18,Penjelasan Airnav Indonesia Terkait Kabar Mengenai Kondisi Bandara Sis Al-Jufrie Di Palu Yang Tidak Kondusif,"Dikarenakan kondisi di palu sudah tidak kondusif, para warga yang ingin keluar dari palu sudah masuk sampai ke landasan pesawat, pesawat dari palu tertahan, pesawat yg akan ke palu juga tidak bisa landing",0
7-May-20,Seorang Kakek Di Tulungagung Meninggal Karena Covid-19,"Info: Brsan daerah Bago (RS Bayangkara ketimur) ada orang tua usia 70thn meninggal dunia krn Covid-19, beliau terpapar cucunya (OTG) yg baru pulang dr pondok Madiun 2hr yg lalu, setelah diperiksa ternyata si cucu positif Covid-19 & sekarang sdh dikarantina di rusun IAIN, kemungkinan mulai besok Bago Lockdown",1
7-Nov-17,Cara Cerdas Mencegah Penyebaran Hoax Di Media Sosial,Cara Cerdas Mencegah Penyebaran Hoax di Media Sosial,0
5-Dec-19,Viral Mendunia Dua Bocah Afrika Dihukum Dan Dipaksa Bernyanyi Lagu Kebangsaan China,"Viral menduniaMau anak cucu kita kek gini ?Kedua bocah Afrika ini sedang dihukum dan dipaksa untuk bernyanyi lagu kebangsaan China. Negeri-negeri di Afrika yg telah terjebak utang proyek infrastruktur China, kini telah resmi dijajah China.",1
6-Oct-17,Pki Ketangkep Sore Tadi! Mampus.,"PKI KETANGKEP SORE TADI! MAMPUS. Masih Bilang PKI Isu, Masih Terus Bilang Kaos Lambang PKI Trend Anak Muda? Ni PKI Ketangkep Di Sapuran, Wonosobo Jawa Tengah. #GANYANG_PKI_LAKNAT #HARAM_PKI_DI_NKRI.",0
4-Aug-20,Tangkapan Layar Wapres Menyebut Idul Adha Tak Harus Dimaknai Dengan Menyembelih Qurban,Wapres menyebut Idul Adha tak harus dimaknai dengan menyembelih qurban,1
15-Apr-18,"Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie","Siapa Pencipta Jalan Trans Papua? Ini Jawabannya Bersama: Eny Wijayanti *Maaf mungkin Banyak sekali Rakyat Indonesia yg belum Faham Cerita ini, # Maklum karena sangat Kuatnya pencitraan terhadap penguasa selama 4 Tahun terakhir ini. Baiklah Kita URAI saja Ceritanya Biar Rakyat tidak dapat Info Hoax yang berkelanjutan.",0
21-Jun-16,: Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,Panduan Mencerna Berita Agar Tidak Termakan & Sebarkan Hoax,0
